华硕[世界著名电脑品牌],创立时间,1989年
徐浩[内地男艺人],星座,水瓶座
曹承佑,血型,B型
陈柏霖[中国台湾男演员],血型,B型
陈柏霖[中国台湾男演员],主要作品,在黑暗中等待相遇
陈柏霖[中国台湾男演员],主要作品,幻游传
YURIA[日本歌手YURIA专辑],专辑语言,日语
黑泽明,国籍,日本
黑泽明,民族,大和
黑泽明,血型,B型
黑泽明,代表作品,乱
大力水手[1980年美国播出动画],标签,动画作品
黄品源,血型,B型
萤火虫之星,制片地区,日本
萤火虫之星,导演,菅原浩志
萤火虫之星,类型,剧情
萤火虫之星,上映时间,2004年3月13日
萤火虫之星,标签,电影作品
恶魔城X：月下夜想曲,标签,游戏
恶魔城X：月下夜想曲,标签,动画作品
不知道[词语信息],外文名,I don&#39;t know
不知道[词语信息],形式,动画
坂口博信,国籍,日本
坂口博信,出生日期,1962年11月25日
坂口博信,职业,游戏开发者
坂口博信,标签,人物
黄子扬,血型,B型
张露[香港、上海著名歌手],星座,水瓶座
奈良县,所属地区,日本
奈良县,政府驻地,奈良市
奈良县,县树,杉
奈良县,标签,行政区划
奈良县,标签,地点
李保田,血型,B型
刘心武[中国当代作家],民族,汉
刘心武[中国当代作家],出生日期,1942年6月4日
刘心武[中国当代作家],主要成就,茅盾文学奖
刘心武[中国当代作家],星座,双子座
刘心武[中国当代作家],标签,文学家
刘心武[中国当代作家],标签,人物
陆昱霖,代表作品,网球王子
崔始源,血型,B型
kiroro,国籍,日本
耶酥,作者,安彦良和
耶酥,地区,日韩
耶酥,标签,漫画
胡兰成,血型,AB
后宫之术,标签,漫画
泽井美优,国籍,日本
泽井美优,民族,大和
小西辽生,国籍,日本
小西辽生,民族,大和
泉里香,国籍,日本
泉里香,民族,大和民族
擎天柱[《变形金刚》人物],性别,男
擎天柱[《变形金刚》人物],出生地,塞伯坦
擎天柱[《变形金刚》人物],标签,漫画
擎天柱[《变形金刚》人物],标签,动画
北川景子,星座,狮子座
北川景子,血型,O型
北川景子,出生日期,1986年8月22日
北川景子,职业,演员
北川景子,代表作品,零秒出手
北川景子,代表作品,月之恋人
北川景子,代表作品,推理要在晚餐后
北川景子,代表作品,律政英雄2
北川景子,代表作品,卖房子的女人
北川景子,丈夫,内藤大湖
北川景子,搭档,沢井美优
北川景子,主要作品,泡吧侦探3
北川景子,主要作品,我想吃掉你的胰脏
北川景子,主要作品,破门：二人的疫病神
北川景子,主要作品,像“像那样的东西”那样的东西
北川景子,主要作品,律政英雄
北川景子,主要作品,积爱之人
北川景子,主要作品,噩梦小姐 The 梦ovie
北川景子,主要作品,想要拥抱你
北川景子,主要作品,菜鸟评审员
北川景子,主要作品,室友
北川景子,主要作品,天堂之吻
北川景子,主要作品,死刑台的电梯
北川景子,主要作品,一眼瞬间，再见爱
北川景子,主要作品,花痕
北川景子,主要作品,我买单
北川景子,主要作品,盛夏的猎户座
北川景子,主要作品,变身西装
北川景子,主要作品,东京大恶斗
北川景子,主要作品,南方大作战
北川景子,主要作品,等待，只为与你相遇
北川景子,主要作品,亲爱的朋友
北川景子,主要作品,樱桃派
北川景子,主要作品,速度与激情3：东京漂移
北川景子,主要作品,水栖之花
北川景子,主要作品,间宫兄弟
北川景子,主要作品,西乡殿
北川景子,主要作品,卖房子的女人：回来了
北川景子,主要作品,幸福的记忆
北川景子,主要作品,希波克拉底誓言
北川景子,主要作品,黑色树海
北川景子,主要作品,侦探的侦探
北川景子,主要作品,噩梦小姐特别篇
北川景子,主要作品,独身贵族
北川景子,主要作品,推理要在晚餐后特别篇~风祭警部的事件簿~
北川景子,主要作品,噩梦小姐
北川景子,主要作品,推理要在晚餐后特别篇
北川景子,主要作品,在这世界的角落
北川景子,主要作品,LADY~最后的犯罪心理分析官~
北川景子,主要作品,笔谈女公关
北川景子,主要作品,太阳与海的教室
北川景子,主要作品,抹布女孩
北川景子,主要作品,美少女战士
北川景子,标签,人物
安座间美优,国籍,日本
安座间美优,民族,大和民族
安座间美优,血型,B型
猫又[日本传说中的一种妖怪],出处,日本神话
猫又[日本传说中的一种妖怪],最早版本,日本灵异记
猫又[日本传说中的一种妖怪],标签,漫画
札幌,方言,日语
井上和彦,国籍,日本
井上和彦,星座,白羊座
井上和彦,血型,O型
井上和彦,出生日期,1954年3月26日
井上和彦,职业,配音演员
井上和彦,职业,演员
井上和彦,职业,旁白
井上和彦,职业,音响监督
井上和彦,出道时间,1973年
井上和彦,代表作品,杰利特·梅萨
井上和彦,代表作品,旗木卡卡西
井上和彦,代表作品,机动战士Z高达
井上和彦,代表作品,火影忍者
摩卡鱼丸,标签,漫画
KONAMI,成立时间,1969年3月21日
KONAMI,经营范围,电子游戏
KONAMI,标签,社会
河边千惠子,国籍,日本
黄川田将也,国籍,日本
涉江让二,国籍,日本
松本博之,国籍,日本
小岛秀夫,国籍,日本
小岛秀夫,民族,大和族
小岛秀夫,出生日期,1963年8月24日
小岛秀夫,职业,游戏制作人
小岛秀夫,职业,游戏导演
小岛秀夫,代表作品,《合金装备》
小岛秀夫,原属公司,KONAMI
小岛秀夫,标签,人物
杨威[原中国体操运动员、奥运冠军],星座,水瓶座
罗文[中国香港歌手、演员],星座,水瓶座
月野兔,标签,漫画
蔡君茹,主要作品,拥抱
火野丽,饰演,北川景子
火野丽,标签,漫画
爱野美奈子,血型,B型
布尔玛,血型,B型
金铭[影视演员],主要作品,我爱美人鱼
小芳[日本动漫《龙珠》系列中角色],性别,女
小芳[日本动漫《龙珠》系列中角色],标签,漫画
小芳[日本动漫《龙珠》系列中角色],标签,人物
费玉清,血型,B型
中条比纱也,国籍,日本
中条比纱也,标签,艺术家
中条比纱也,标签,漫画
中条比纱也,标签,人物
金智娟,血型,B型
王宝强[中国内地男演员],星座,双子座
富士[日本本州中南部城市],行政区类别,直辖市
富士[日本本州中南部城市],政府驻地,静冈县
富士[日本本州中南部城市],方言,日语
富士[日本本州中南部城市],著名景点,富士山
富士[日本本州中南部城市],标签,社会
富士[日本本州中南部城市],标签,地理
富士[日本本州中南部城市],标签,品牌
戴姆勒股份公司,成立时间,1886年
戴姆勒股份公司,创始人,戈特利布·戴姆勒
戴姆勒股份公司,合作者,卡尔·本茨
聂远,主要作品,相逢何必曾相识
聂远,主要作品,情书
薛佳凝,血型,B型
薛佳凝,主要作品,赏金猎人
倪景阳,血型,B型
袁弘[中国内地男演员],血型,B型
东来东往[中国内地男歌手],中文名,戴恩泽
东来东往[中国内地男歌手],外文名,Danny
东来东往[中国内地男歌手],别名,东东
东来东往[中国内地男歌手],民族,汉
东来东往[中国内地男歌手],血型,AB
东来东往[中国内地男歌手],出生地,浙江丽水
东来东往[中国内地男歌手],经纪公司,北京东雷文化传媒有限公司
东来东往[中国内地男歌手],代表作品,别说我的眼泪你无所谓
东来东往[中国内地男歌手],代表作品,我曾经那么接近幸福
东来东往[中国内地男歌手],星座,射手座
东来东往[中国内地男歌手],标签,人物
妻夫木聪,国籍,日本
妻夫木聪,民族,和族
妻夫木聪,星座,射手座
妻夫木聪,血型,O型
妻夫木聪,出生日期,1980年12月13日
妻夫木聪,职业,演员
妻夫木聪,经纪公司,HORIPRO
妻夫木聪,代表作品,五个扑水的少年
妻夫木聪,代表作品,Jose与虎与鱼们
妻夫木聪,代表作品,日出前向青春告别
妻夫木聪,代表作品,橙色岁月
妻夫木聪,代表作品,泪光闪闪
妻夫木聪,代表作品,多罗罗
妻夫木聪,代表作品,恶人
妻夫木聪,搭档,佐藤隆太
妻夫木聪,代表作品,怒
妻夫木聪,主要作品,来了
妻夫木聪,主要作品,唐人街探案2
妻夫木聪,主要作品,爱哭鬼的奇迹
妻夫木聪,主要作品,想成为奥田民生的男孩与让认识男性陷入疯狂的女孩
妻夫木聪,主要作品,家族之苦2
妻夫木聪,主要作品,愚行录
妻夫木聪,主要作品,恶魔蛙男
妻夫木聪,主要作品,家族之苦
妻夫木聪,主要作品,刺客聂隐娘
妻夫木聪,主要作品,温哥华的朝日
妻夫木聪,主要作品,窈窕舞妓
妻夫木聪,主要作品,渴望
妻夫木聪,主要作品,我们的家族
妻夫木聪,主要作品,小小的家
妻夫木聪,主要作品,菜鸟评审员
妻夫木聪,主要作品,清须会议
妻夫木聪,主要作品,东京家族
妻夫木聪,主要作品,拥抱黄金飞翔
妻夫木聪,主要作品,爱与诚
妻夫木聪,主要作品,走私者
妻夫木聪,主要作品,昔日的我
妻夫木聪,主要作品,五个暴走的少年
妻夫木聪,主要作品,走私船
妻夫木聪,主要作品,感染列岛
妻夫木聪,主要作品,小猪教室
妻夫木聪,主要作品,帕高与魔法绘本
妻夫木聪,主要作品,东京！
妻夫木聪,主要作品,黑暗中的孩子们
妻夫木聪,主要作品,魔幻时刻
妻夫木聪,主要作品,欢迎来到隔离病房
妻夫木聪,主要作品,凭神
妻夫木聪,主要作品,人生乃歌谣
妻夫木聪,主要作品,速度与激情3：东京漂移
妻夫木聪,主要作品,软的生活
妻夫木聪,主要作品,春之雪
妻夫木聪,主要作品,真夜中的弥次先生喜多先生
妻夫木聪,主要作品,铁人28号
妻夫木聪,主要作品,暴风女神
妻夫木聪,主要作品,大约三十个谎言
妻夫木聪,主要作品,69
妻夫木聪,主要作品,向黑杰克问好：流泪的癌症病区
妻夫木聪,主要作品,天咒
妻夫木聪,主要作品,再见！小黑
妻夫木聪,主要作品,果酱短片集
妻夫木聪,主要作品,左武
妻夫木聪,主要作品,富江3：重生
妻夫木聪,主要作品,GTO
妻夫木聪,主要作品,Innocent Days
妻夫木聪,主要作品,我被爸爸绑架了
妻夫木聪,主要作品,年轻人们2014
妻夫木聪,主要作品,东野圭吾推理系列
妻夫木聪,主要作品,天地人
妻夫木聪,主要作品,天国与地狱
妻夫木聪,主要作品,慢波舞
妻夫木聪,主要作品,世界奇妙物语2005春季特别篇
妻夫木聪,主要作品,失去城堡的人
妻夫木聪,主要作品,帅哥医生
妻夫木聪,主要作品,池袋西口公园SP--SOUP篇
妻夫木聪,主要作品,午餐女王
妻夫木聪,主要作品,婚礼策划人
妻夫木聪,主要作品,木更津猫眼
妻夫木聪,主要作品,漂流教室
妻夫木聪,主要作品,忠臣藏1/47
妻夫木聪,主要作品,奉子成婚
妻夫木聪,主要作品,不平则鸣
妻夫木聪,主要作品,爱的界限
妻夫木聪,主要作品,池袋西口公园
妻夫木聪,主要作品,恋爱奇迹
妻夫木聪,主要作品,三十拉警报
妻夫木聪,主要作品,上班女郎
妻夫木聪,标签,人物
成宫宽贵,国籍,日本
成宫宽贵,民族,和族
成宫宽贵,星座,处女座
成宫宽贵,血型,A型
成宫宽贵,代表作品,血色星期一
成宫宽贵,代表作品,蜂蜜与四叶草
成宫宽贵,代表作品,相棒
成宫宽贵,标签,演员
成宫宽贵,标签,人物
布拉[日本动漫《龙珠》系列中的角色],血型,B型
直-8,前型/级,直-7
直-8,次型/级,直-9
直-8,定型时间,1994年11月
直-8,研制国家,中国
直-8,首飞时间,1985年12月11日
直-8,服役时间,1989年
刘芸[大陆影视女演员],血型,B型
彭羚,星座,水瓶座
邵美琪,主要作品,赏金猎人
行政行为,确立时间,1989年
赵传,星座,双子座
赵传,血型,B型
人鱼[神话传说中的种族],标签,小说
人鱼[神话传说中的种族],标签,动画
人鱼[神话传说中的种族],标签,动物
佐藤琢磨,国籍,日本
特鲁利,婚姻,已婚
今天开始做魔王[乔林知创作的系列轻小说],地区,日本
今天开始做魔王[乔林知创作的系列轻小说],出版社,角川书店
今天开始做魔王[乔林知创作的系列轻小说],标签,动画作品
西安电力高等专科学校,所属地区,中国西安
徐怀钰[华语流行乐女歌手、影视演员、主持人],出生日期,1978年3月3日
铁人王进喜纪念馆[纪念王进喜的专题博物馆],门票价格,免费
铁人王进喜纪念馆[纪念王进喜的专题博物馆],始建时间,1989年
铁人王进喜纪念馆[纪念王进喜的专题博物馆],正式开馆,2006年9月26日
铁人王进喜纪念馆[纪念王进喜的专题博物馆],标签,历史
浑蛋,内容,形容词
浑蛋,内容2,不明事理
浑蛋,对象,人类
浑蛋,标签,语言
浑蛋,标签,字词
风中奇缘[美国华特·迪士尼集团1995年出品动画电影],标签,动画作品
弗朗索瓦·密特朗,血型,B型
李念[影视演员],星座,双子座
李念[影视演员],血型,B型
李念[影视演员],婚姻状况,已婚
通灵者[日本2012年平川雄一朗导演电影],对白语言,日语
艾迪·范·海伦,职业,唱作人
朱德庸,职业,漫画家
朱德庸,标签,漫画
空也上人像,原属,日本
变形金刚玩具,创始国,日本
药师如来像,原属,日本
B-58轰炸机,服役时间,1960年3月15日
B-58轰炸机,定型时间,1956年11月11日
B-58轰炸机,国家,美国
B-58轰炸机,退役时间,1970年1月31日
B-58轰炸机,机型,战略轰炸机
B-58轰炸机,标签,经济
B-58轰炸机,标签,社会
B-58轰炸机,标签,政治
猿飞佐助[动漫《火影忍者》中的角色],性别,男
猿飞佐助[动漫《火影忍者》中的角色],国籍,日本
猿飞佐助[动漫《火影忍者》中的角色],民族,大和
猿飞佐助[动漫《火影忍者》中的角色],人物类型,虚拟人物
猿飞佐助[动漫《火影忍者》中的角色],子女,猿飞日斩
猿飞佐助[动漫《火影忍者》中的角色],标签,人物
桃城武,年龄,14岁
桃城武,国籍,日本
静御前[历史人物],国籍,日本
细川玉子[历史人物],国籍,日本
织田市,所处时代,日本战国时代
织田市,民族族群,大和族
织田市,出生时间,1547年
织田市,标签,历史
织田市,标签,人物
东风-21弹道导弹,前型/级,巨浪-1弹道导弹
东风-21弹道导弹,次型/级,东风-26弹道导弹
东风-21弹道导弹,定型时间,1989年
东风-21弹道导弹,国家,中国
东风-21弹道导弹,导弹类型,中程弹道导弹
海堂薰,国籍,日本
海堂薰,血型,B型
汤灿,星座,双子座
拉达曼迪斯,标签,漫画
净月潭国家森林公园,气候带,温带季风气候
净月潭国家森林公园,植被类型,亚寒带针叶林
净月潭国家森林公园,批准时间,1989年
净月潭国家森林公园,标签,旅游
super lovers[阿部美幸创作的BL漫画],地区,日本
super lovers[阿部美幸创作的BL漫画],出版社,角川书店
彩云国物语[雪乃纱衣著轻小说],插画,由罗绘里
彩云国物语[雪乃纱衣著轻小说],地区,日本
彩云国物语[雪乃纱衣著轻小说],出版社,角川书店
彩云国物语[雪乃纱衣著轻小说],所属文库,角川Beans文库
黑羽[游戏王卡组系列之一],游戏类型,集换式卡牌游戏
黑羽[游戏王卡组系列之一],所属游戏,游戏王卡片游戏
黑羽[游戏王卡组系列之一],原作者,高桥和希
黑羽[游戏王卡组系列之一],使用者,克罗·霍根
黑羽[游戏王卡组系列之一],标签,娱乐
沈傲君,血型,B型
福星小子[高桥留美子原作的漫画],出版社,小学馆
三辰卡通集团,成立时间,1996年
三辰卡通集团,标签,动画
三辰卡通集团,标签,公司
名古屋市,所属地区,日本
名古屋市,方言,日语
恋爱世纪,制片地区,日本
假名[日语注音],使用地区,日本
假名[日语注音],使用民族,和族
假名[日语注音],标签,语言
假名[日语注音],标签,文化
假名[日语注音],标签,字词
假名[日语注音],标签,出版物
西村和彦,国籍,日本
西村和彦,民族,大和民族
宋允儿,星座,双子座
嗣永桃子,国籍,日本
嗣永桃子,民族,大和民族
须藤茉麻,国籍,日本
夏烧雅,国籍,日本
夏烧雅,民族,大和民族
东尼,国籍,日本
藤原拓海,国籍,日本
阿部宽,国籍,日本
阿部宽,民族,大和族
阿部宽,星座,巨蟹座
阿部宽,血型,A型
阿部宽,出生日期,1964年6月22日
阿部宽,职业,演员
阿部宽,职业,模特
阿部宽,职业,声优
阿部宽,代表作品,圈套
阿部宽,代表作品,龙樱
阿部宽,代表作品,不能结婚的男人
阿部宽,代表作品,步伐不停
阿部宽,代表作品,坂上之云
阿部宽,代表作品,白色之春
阿部宽,代表作品,新参者
阿部宽,代表作品,罗马浴场
阿部宽,主要作品,北之樱守
阿部宽,主要作品,祈祷落幕时
阿部宽,主要作品,妖猫传
阿部宽,主要作品,海边的李尔
阿部宽,主要作品,恋妻家宫本
阿部宽,主要作品,疾风回旋曲
阿部宽,主要作品,比海更深
阿部宽,主要作品,珠峰：众神的山岭
阿部宽,主要作品,世界奇妙物语2015年春季特别篇
阿部宽,主要作品,石榴坡的复仇
阿部宽,主要作品,罗马浴场2
阿部宽,主要作品,圈套剧场版4：最后的舞台
阿部宽,主要作品,Memories Corner
阿部宽,主要作品,艳之夜
阿部宽,主要作品,乌鸦的拇指
阿部宽,主要作品,剧场版新参者：麒麟之翼
阿部宽,主要作品,联合舰队司令长官：山本五十六
阿部宽,主要作品,了不起的亡灵
阿部宽,主要作品,幸福的黄手帕
阿部宽,主要作品,来自天国的应援声
阿部宽,主要作品,奇迹
阿部宽,主要作品,红手指
阿部宽,主要作品,死刑台的电梯
阿部宽,主要作品,圈套剧场版3：灵异者大混战
阿部宽,主要作品,白色荣光2：染血将军的凯旋
阿部宽,主要作品,青鸟
阿部宽,主要作品,暗堡里的三恶人
阿部宽,主要作品,巴提斯达团队的光荣
阿部宽,主要作品,女拳霸
阿部宽,主要作品,自虐之诗
阿部宽,主要作品,律政英雄
阿部宽,主要作品,天国与地狱
阿部宽,主要作品,传染歌
阿部宽,主要作品,大帝之剑
阿部宽,主要作品,重返泡沫时代
阿部宽,主要作品,铁线蕨青
阿部宽,主要作品,战争弥撒曲
阿部宽,主要作品,圈套剧场版2
阿部宽,主要作品,死魂曲
阿部宽,主要作品,姑获鸟之夏
阿部宽,主要作品,空中的秋千
阿部宽,主要作品,剪刀男
阿部宽,主要作品,铁人28号
阿部宽,主要作品,雨鳟之河
阿部宽,主要作品,杀妻总动员
阿部宽,主要作品,恋人狙击手
阿部宽,主要作品,监督感染
阿部宽,主要作品,毛骨悚然撞鬼经
阿部宽,主要作品,圈套剧场版1
阿部宽,主要作品,柏拉图式性爱
阿部宽,主要作品,奖门人家族
阿部宽,主要作品,疯狂艳唇
阿部宽,主要作品,东京攻略
阿部宽,主要作品,屠龙风云
阿部宽,主要作品,望月奇遇
阿部宽,主要作品,30-thirty
阿部宽,主要作品,非人之恋
阿部宽,主要作品,乱步迷案
阿部宽,主要作品,受诅咒的手枪
阿部宽,主要作品,阿修罗
阿部宽,主要作品,Sniffer 嗅觉搜查官
阿部宽,主要作品,下町火箭
阿部宽,主要作品,沉睡的森林
阿部宽,主要作品,天地人
阿部宽,主要作品,奇迹般的夫妇爱～遥远的约定
阿部宽,主要作品,女之一代记
阿部宽,主要作品,义经
阿部宽,主要作品,居家老爸
阿部宽,主要作品,圈套3
阿部宽,主要作品,笑颜的法则
阿部宽,主要作品,武藏
阿部宽,主要作品,最后的律师
阿部宽,主要作品,真夜中的雨
阿部宽,主要作品,甜心小厨师
阿部宽,主要作品,圈套2
阿部宽,主要作品,五瓣之椿
阿部宽,主要作品,西洋古董洋果子店
阿部宽,主要作品,奉子成婚
阿部宽,主要作品,夜叉
阿部宽,主要作品,爱情梦幻
阿部宽,主要作品,元禄缭乱
阿部宽,主要作品,上班女郎
阿部宽,主要作品,灵魂交换
阿部宽,主要作品,新闻女郎
阿部宽,主要作品,八代将军吉宗
阿部宽,主要作品,不当医生的理由
阿部宽,主要作品,周末婚
皮皮鲁,标签,动画
江角真纪子,国籍,日本
舒克和贝塔[上海美术电影制片厂拍摄的动画片],首播时间,1989年
舒克和贝塔[上海美术电影制片厂拍摄的动画片],标签,动画作品
DoCo,国籍,日本
DoCo,职业,声优
DoCo,成立时间,1991年
DoCo,标签,组合
DoCo,标签,演员
DoCo,标签,人物
岩井俊二,国籍,日本
岩井俊二,星座,水瓶座
岩井俊二,出生日期,1963年1月24日
岩井俊二,职业,编剧
岩井俊二,职业,导演
岩井俊二,职业,制作人
岩井俊二,毕业院校,横滨国立大学
岩井俊二,代表作品,《梦旅人》
岩井俊二,标签,人物
河智苑,主要作品,最后的礼物
刘智泰,血型,AB
绿川光,国籍,日本
绿川光,星座,金牛座
绿川光,血型,B型
绿川光,出生日期,1968年5月2日
绿川光,职业,声优
绿川光,经纪公司,青二事务所
绿川光,代表作品,《新机动战记高达W》
绿川光,代表作品,《宿命传说》
绿川光,搭档,阪口大助
绿川光,代表作品,灌篮高手
绿川光,代表作品,新机动战记
绿川光,代表作品,宿命传说
绿川光,代表作品,在下坂本，有何贵干？
绿川光,标签,人物
052型驱逐舰,动工,1989年
平野绫,别名,AYA
平野绫,国籍,日本
平野绫,星座,天秤座
平野绫,血型,O型
平野绫,出生日期,1987年10月8日
平野绫,职业,声优
平野绫,职业,歌手
平野绫,职业,演员
平野绫,代表作品,凉宫春日系列
平野绫,代表作品,露西·哈特菲利亚
平野绫,代表作品,凉宫春日的忧郁
平野绫,代表作品,妖精的尾巴
高明[著名国家一级演员],主要作品,命运
后藤邑子,国籍,日本
后藤邑子,星座,处女座
后藤邑子,出生日期,1975年8月28日
后藤邑子,职业,声优
后藤邑子,经纪公司,AXL-ONE
后藤邑子,血型,O型
后藤邑子,搭档,茅原实里
后藤邑子,代表作品,朝比奈实玖瑠
后藤邑子,代表作品,华园光
后藤邑子,代表作品,凉宫春日的忧郁
后藤邑子,代表作品,S.A特优生
后藤邑子,标签,人物
李立君[影视演员],婚姻状况,已婚
马荣成,职业,漫画家
马荣成,标签,漫画
孔雀舞[傣族传统表演性舞蹈],标签,动画
邓超[中国内地男演员],星座,水瓶座
茅原实里,国籍,日本
茅原实里,星座,天蝎座
茅原实里,血型,B型
茅原实里,出生日期,1980年11月18日
茅原实里,职业,声优
茅原实里,职业,歌手
茅原实里,出道年份,2004年
茅原实里,代表作品,长门有希
茅原实里,代表作品,南千秋
茅原实里,代表作品,凉宫春日的忧郁
茅原实里,代表作品,南家三姐妹
伽利略号木星探测器,中文名,伽利略号探测器
伽利略号木星探测器,外文名,Galileo
伽利略号木星探测器,升空,1989年
伽利略号木星探测器,标签,通信技术
伽利略号木星探测器,标签,电子产品
许洋泽,出生日期,1989年
许洋泽,性别,男
林韦君,星座,双子座
插花[创作花型造型艺术],标签,花艺设计
插花[创作花型造型艺术],标签,花艺师
插花[创作花型造型艺术],标签,花艺
插花[创作花型造型艺术],标签,美术
汪东城,主要作品,樱桃小丸子
汤盈盈,血型,B型
汤盈盈,最喜欢的食物,巧克力
陶大宇,主要作品,青出于蓝
司狼神威,国籍,日本
司狼神威,民族,大和民族
司狼神威,出生地,未知
司狼神威,逝世日期,——
司狼神威,职业,天龙
司狼神威,香港CV,苏强文
司狼神威,标签,人物
明治大学,知名校友,北野武
明治大学,知名校友,高仓健
永邦,血型,B型
永邦,出生地,新加坡
永邦,出生日期,7月1日
永邦,经纪公司,嘉田传媒
永邦,代表作品,威尼斯的泪
永邦,代表作品,爱在离别时
永邦,代表作品,天堂
永邦,代表作品,你是我最深爱的人
永邦,代表作品,每次都想呼喊你的名字
永邦,代表作品,野百合也有春天
永邦,祖籍,广东
永邦,标签,歌手
永邦,标签,人物
野口英世,国籍,日本
野口英世,民族,大和
茶道[品赏茶的美感之道],发源地,中国
茶道[品赏茶的美感之道],流行地,日本
茶道[品赏茶的美感之道],标签,文化
零式战斗机,国家,日本
赵汉善,星座,双子座
小林沙苗,国籍,日本
小林沙苗,民族,大和
小林沙苗,星座,水瓶座
小林沙苗,血型,B型
小林沙苗,职业,声优
雏森桃,星座,双子座
铃村健一,国籍,日本
铃村健一,职业,声优
铃村健一,婚姻状况,已婚
铃村健一,代表作品,机动战士高达SEED DESTINY
浅野真澄,国籍,日本
浅野真澄,民族,大和族
浅野真澄,星座,处女座
浅野真澄,血型,O型
浅野真澄,出生日期,1977年8月25日
浅野真澄,职业,声优
浅野真澄,职业,作词家
浅野真澄,出道时间,1999年
浅野真澄,配偶,畑健二郎
浅野真澄,标签,人物
羔羊之歌,作者,冬目景
羔羊之歌,地区,日本
羔羊之歌,标签,漫画
组曲(Suite),专辑语言,日语
组曲(Suite),发行地区,日本
真田幸村[日本战国末期名将],民族,大和族
真田幸村[日本战国末期名将],代表作品,真田丸
真田幸村[日本战国末期名将],标签,将领
真田幸村[日本战国末期名将],标签,人物
点胸鸦雀,命名时间,1871年
郭柏鹭,血型,B型
速水奖,国籍,日本
速水奖,星座,狮子座
速水奖,血型,A型
速水奖,出生日期,1958年8月2日
速水奖,职业,声优
速水奖,职业,演员
速水奖,职业,歌手
速水奖,出道时间,1982年
速水奖,婚姻状况,已婚
速水奖,配偶,五十岚丽
速水奖,搭档,桧山修之
速水奖,代表作品,蓝染惣右介
速水奖,代表作品,远坂时臣
速水奖,代表作品,死神
速水奖,代表作品,Fate/Zero
叶[《干物妹小埋》登场角色],配音,小清水亚美
叶[《干物妹小埋》登场角色],性别,女
叶[《干物妹小埋》登场角色],标签,人物
村上春树[日本当代作家],民族,大和族
岩明均,国籍,日本
岩明均,民族,大和
岩明均,出生日期,1960年7月28日
岩明均,职业,漫画家
岩明均,毕业院校,和光大学
岩明均,代表作品,《寄生兽》
岩明均,性别,男
岩明均,标签,人物
陈超[湖北卫视女主持人],血型,B型
赵寅成,血型,B型
田中丽奈[日本女演员],民族,大和民族
田中丽奈[日本女演员],星座,双子座
田中丽奈[日本女演员],血型,A型
田中丽奈[日本女演员],出生日期,1980年5月22日
田中丽奈[日本女演员],职业,模特
田中丽奈[日本女演员],代表作品,击浪青春
田中丽奈[日本女演员],代表作品,源氏物语
田中丽奈[日本女演员],代表作品,源氏物语：千年之谜
田中丽奈[日本女演员],主要作品,徒步七分钟
田中丽奈[日本女演员],主要作品,美丽陷阱~残花缭乱~
田中丽奈[日本女演员],主要作品,激流～你还记得我吗？～
田中丽奈[日本女演员],主要作品,颜
田中丽奈[日本女演员],主要作品,恋
田中丽奈[日本女演员],主要作品,平清盛
田中丽奈[日本女演员],主要作品,东野圭吾推理系列
田中丽奈[日本女演员],主要作品,猎捕史奈克
田中丽奈[日本女演员],主要作品,恋爱检定
田中丽奈[日本女演员],主要作品,电击婚
田中丽奈[日本女演员],主要作品,派遣的奥斯卡
田中丽奈[日本女演员],主要作品,我的野蛮女友
田中丽奈[日本女演员],主要作品,爱在左，情在右
田中丽奈[日本女演员],主要作品,三十拉警报
田中丽奈[日本女演员],主要作品,祈祷落幕时
田中丽奈[日本女演员],主要作品,王妃之馆
田中丽奈[日本女演员],主要作品,奇迹的苹果
田中丽奈[日本女演员],主要作品,剧场版新参者：麒麟之翼
田中丽奈[日本女演员],主要作品,播种的旅人
田中丽奈[日本女演员],主要作品,卖梦的两人
田中丽奈[日本女演员],主要作品,家族租赁
田中丽奈[日本女演员],主要作品,联合舰队司令长官：山本五十六
田中丽奈[日本女演员],主要作品,花
田中丽奈[日本女演员],主要作品,银色季节
田中丽奈[日本女演员],主要作品,山樱
田中丽奈[日本女演员],主要作品,逃亡傻瓜：21岁的夏天
田中丽奈[日本女演员],主要作品,夕岚之街樱之国
田中丽奈[日本女演员],主要作品,魍魉之匣
田中丽奈[日本女演员],主要作品,GeGeGe的鬼太郎
田中丽奈[日本女演员],主要作品,幻游传
田中丽奈[日本女演员],主要作品,在黑暗中等待相遇
田中丽奈[日本女演员],主要作品,容疑者室井慎次
田中丽奈[日本女演员],主要作品,姑获鸟之夏
田中丽奈[日本女演员],主要作品,药房女孩
田中丽奈[日本女演员],主要作品,忍者小灵精
田中丽奈[日本女演员],主要作品,日出前向青春告别
田中丽奈[日本女演员],主要作品,十三级台阶
田中丽奈[日本女演员],主要作品,东京金盏花
田中丽奈[日本女演员],主要作品,初恋
田中丽奈[日本女演员],主要作品,GTO
田中丽奈[日本女演员],标签,人物
栗原小卷,国籍,日本
栗原小卷,民族,大和族
栗原小卷,星座,双鱼座
栗原小卷,血型,O型
栗原小卷,职业,演员
栗原小卷,代表作品,望乡
栗原小卷,代表作品,四川好人
栗原小卷,代表作品,忍川之恋
栗原小卷,代表作品,生死恋
栗原小卷,主要作品,清凉寺钟声
栗原小卷,主要作品,姬百合之塔
栗原小卷,主要作品,关原合战
